id,komentar,label
654,Program kerja BEM sangat bagus,positif
655,Acara kampus sangat terorganisir,positif
656,Acara kampus sangat terorganisir,positif
657,Acara kampus sangat terorganisir,positif
658,Kegiatan ini menambah wawasan saya,positif
659,ORMAWA sangat inspiratif,positif
660,Panitia kegiatan sangat profesional,positif
661,UKM kampus sangat aktif,positif
662,UKM kampus sangat aktif,positif
663,Sangat puas dengan kegiatan ini,positif
664,Program kerja BEM sangat bagus,positif
665,HIMA sangat membantu mahasiswa,positif
666,UKM kampus sangat aktif,positif
667,Acara ORMAWA kemarin seru sekali,positif
668,Acara kampus sangat terorganisir,positif
669,UKM kampus sangat aktif,positif
670,Acara kampus sangat terorganisir,positif
671,Kegiatan ini menambah wawasan saya,positif
672,UKM kampus sangat aktif,positif
673,Program kerja BEM sangat bagus,positif
674,Kegiatan BEM sangat bermanfaat,positif
675,Acara ORMAWA kemarin seru sekali,positif
676,Program kerja BEM sangat bagus,positif
677,Sangat puas dengan kegiatan ini,positif
678,Program kerja BEM sangat bagus,positif
679,HIMA sangat membantu mahasiswa,positif
680,UKM kampus sangat aktif,positif
681,Kegiatan ini menambah wawasan saya,positif
682,Acara ORMAWA kemarin seru sekali,positif
683,HIMA sangat membantu mahasiswa,positif
684,HIMA sangat membantu mahasiswa,positif
685,UKM kampus sangat aktif,positif
686,Kegiatan ini menambah wawasan saya,positif
687,Acara ORMAWA kemarin seru sekali,positif
688,ORMAWA sangat inspiratif,positif
689,Kegiatan ini menambah wawasan saya,positif
690,UKM kampus sangat aktif,positif
691,ORMAWA sangat inspiratif,positif
692,Kegiatan BEM sangat bermanfaat,positif
693,Acara kampus sangat terorganisir,positif
694,UKM kampus sangat aktif,positif
695,Program kerja BEM sangat bagus,positif
696,UKM kampus sangat aktif,positif
697,ORMAWA sangat inspiratif,positif
698,Sangat puas dengan kegiatan ini,positif
699,Acara kampus sangat terorganisir,positif
700,Kegiatan BEM sangat bermanfaat,positif
701,HIMA sangat membantu mahasiswa,positif
702,Program kerja BEM sangat bagus,positif
703,Kegiatan ini menambah wawasan saya,positif
704,ORMAWA sangat inspiratif,positif
705,Sangat puas dengan kegiatan ini,positif
706,HIMA sangat membantu mahasiswa,positif
707,Kegiatan ini menambah wawasan saya,positif
708,Panitia kegiatan sangat profesional,positif
709,Acara ORMAWA kemarin seru sekali,positif
710,UKM kampus sangat aktif,positif
711,ORMAWA sangat inspiratif,positif
712,Sangat puas dengan kegiatan ini,positif
713,Panitia kegiatan sangat profesional,positif
714,HIMA sangat membantu mahasiswa,positif
715,Program kerja BEM sangat bagus,positif
716,Acara ORMAWA kemarin seru sekali,positif
717,HIMA sangat membantu mahasiswa,positif
718,Panitia kegiatan sangat profesional,positif
719,Panitia kegiatan sangat profesional,positif
720,Kegiatan BEM sangat bermanfaat,positif
721,Program kerja BEM sangat bagus,positif
722,Program kerja BEM sangat bagus,positif
723,Kegiatan BEM sangat bermanfaat,positif
724,Kegiatan BEM sangat bermanfaat,positif
725,Kegiatan ini menambah wawasan saya,positif
726,UKM kampus sangat aktif,positif
727,ORMAWA sangat inspiratif,positif
728,HIMA sangat membantu mahasiswa,positif
729,Acara ORMAWA kemarin seru sekali,positif
730,UKM kampus sangat aktif,positif
731,Kegiatan ini menambah wawasan saya,positif
732,Kegiatan BEM sangat bermanfaat,positif
733,Acara ORMAWA kemarin seru sekali,positif
734,HIMA sangat membantu mahasiswa,positif
735,Sangat puas dengan kegiatan ini,positif
736,Kegiatan ini menambah wawasan saya,positif
737,Program kerja BEM sangat bagus,positif
738,HIMA sangat membantu mahasiswa,positif
739,Program kerja BEM sangat bagus,positif
740,Acara ORMAWA kemarin seru sekali,positif
741,Acara kampus sangat terorganisir,positif
742,Acara ORMAWA kemarin seru sekali,positif
743,Acara kampus sangat terorganisir,positif
744,Program kerja BEM sangat bagus,positif
745,Acara kampus sangat terorganisir,positif
746,Kegiatan BEM sangat bermanfaat,positif
747,HIMA sangat membantu mahasiswa,positif
748,HIMA sangat membantu mahasiswa,positif
749,Program kerja BEM sangat bagus,positif
750,Kegiatan BEM sangat bermanfaat,positif
751,Kegiatan BEM sangat bermanfaat,positif
752,UKM kampus sangat aktif,positif
753,Panitia kegiatan sangat profesional,positif
754,Kegiatan BEM sangat bermanfaat,positif
755,ORMAWA sangat inspiratif,positif
756,Kegiatan ini menambah wawasan saya,positif
757,Program kerja BEM sangat bagus,positif
758,UKM kampus sangat aktif,positif
759,HIMA sangat membantu mahasiswa,positif
760,Acara kampus sangat terorganisir,positif
761,Program kerja BEM sangat bagus,positif
762,Acara ORMAWA kemarin seru sekali,positif
763,HIMA sangat membantu mahasiswa,positif
764,HIMA sangat membantu mahasiswa,positif
765,Acara ORMAWA kemarin seru sekali,positif
766,Sangat puas dengan kegiatan ini,positif
767,HIMA sangat membantu mahasiswa,positif
768,UKM kampus sangat aktif,positif
769,UKM kampus sangat aktif,positif
770,Sangat puas dengan kegiatan ini,positif
771,Panitia kegiatan sangat profesional,positif
772,ORMAWA sangat inspiratif,positif
773,Program kerja BEM sangat bagus,positif
774,HIMA sangat membantu mahasiswa,positif
775,Sangat puas dengan kegiatan ini,positif
776,Panitia kegiatan sangat profesional,positif
777,Panitia kegiatan sangat profesional,positif
778,Kegiatan ini menambah wawasan saya,positif
779,ORMAWA sangat inspiratif,positif
780,Sangat puas dengan kegiatan ini,positif
781,Kegiatan BEM sangat bermanfaat,positif
782,HIMA sangat membantu mahasiswa,positif
783,Program kerja BEM sangat bagus,positif
784,Sangat puas dengan kegiatan ini,positif
785,Panitia kegiatan sangat profesional,positif
786,UKM kampus sangat aktif,positif
787,HIMA sangat membantu mahasiswa,positif
788,Kegiatan ini menambah wawasan saya,positif
789,ORMAWA sangat inspiratif,positif
790,UKM kampus sangat aktif,positif
791,ORMAWA sangat inspiratif,positif
792,Kegiatan BEM sangat bermanfaat,positif
793,UKM kampus sangat aktif,positif
794,Panitia kegiatan sangat profesional,positif
795,Program kerja BEM sangat bagus,positif
796,Kegiatan ini menambah wawasan saya,positif
797,Acara kampus sangat terorganisir,positif
798,Panitia kegiatan sangat profesional,positif
799,Panitia kegiatan sangat profesional,positif
800,Panitia kegiatan sangat profesional,positif
801,ORMAWA sangat inspiratif,positif
802,Program kerja BEM sangat bagus,positif
803,Kegiatan ini menambah wawasan saya,positif
804,Acara ORMAWA kemarin seru sekali,positif
805,UKM kampus sangat aktif,positif
806,Sangat puas dengan kegiatan ini,positif
807,Kegiatan BEM sangat bermanfaat,positif
808,Kegiatan ini menambah wawasan saya,positif
809,Panitia kegiatan sangat profesional,positif
810,UKM kampus sangat aktif,positif
811,Kegiatan BEM sangat bermanfaat,positif
812,Kegiatan BEM sangat bermanfaat,positif
813,Sangat puas dengan kegiatan ini,positif
814,Acara kampus sangat terorganisir,positif
815,ORMAWA sangat inspiratif,positif
816,UKM kampus sangat aktif,positif
817,HIMA sangat membantu mahasiswa,positif
818,Panitia kegiatan sangat profesional,positif
819,Acara kampus sangat terorganisir,positif
820,Kegiatan ini menambah wawasan saya,positif
821,Sangat puas dengan kegiatan ini,positif
822,Kegiatan ini menambah wawasan saya,positif
823,UKM kampus sangat aktif,positif
824,Kegiatan ini menambah wawasan saya,positif
825,Acara ORMAWA kemarin seru sekali,positif
826,Program kerja BEM sangat bagus,positif
827,Kegiatan BEM sangat bermanfaat,positif
828,HIMA sangat membantu mahasiswa,positif
829,Acara ORMAWA kemarin seru sekali,positif
830,UKM kampus sangat aktif,positif
831,Kegiatan BEM sangat bermanfaat,positif
832,Sangat puas dengan kegiatan ini,positif
833,HIMA sangat membantu mahasiswa,positif
834,ORMAWA sangat inspiratif,positif
835,UKM kampus sangat aktif,positif
836,HIMA sangat membantu mahasiswa,positif
837,Acara ORMAWA kemarin seru sekali,positif
838,HIMA sangat membantu mahasiswa,positif
839,Kegiatan BEM sangat bermanfaat,positif
840,HIMA sangat membantu mahasiswa,positif
841,Sangat puas dengan kegiatan ini,positif
842,Program kerja BEM sangat bagus,positif
843,Acara ORMAWA kemarin seru sekali,positif
844,Acara kampus sangat terorganisir,positif
845,Kegiatan BEM sangat bermanfaat,positif
846,Acara kampus sangat terorganisir,positif
847,UKM kampus sangat aktif,positif
848,ORMAWA sangat inspiratif,positif
849,HIMA sangat membantu mahasiswa,positif
850,Acara kampus sangat terorganisir,positif
851,ORMAWA sangat inspiratif,positif
852,ORMAWA sangat inspiratif,positif
853,Acara kampus sangat terorganisir,positif
854,Panitia kegiatan sangat profesional,positif
855,ORMAWA sangat inspiratif,positif
856,HIMA sangat membantu mahasiswa,positif
857,Panitia kegiatan sangat profesional,positif
858,Program kerja BEM sangat bagus,positif
859,HIMA sangat membantu mahasiswa,positif
860,Panitia kegiatan sangat profesional,positif
861,Program kerja BEM sangat bagus,positif
862,Acara ORMAWA kemarin seru sekali,positif
863,Kegiatan BEM sangat bermanfaat,positif
864,Program kerja BEM sangat bagus,positif
865,HIMA sangat membantu mahasiswa,positif
866,Panitia kegiatan sangat profesional,positif
867,Kegiatan BEM sangat bermanfaat,positif
868,UKM kampus sangat aktif,positif
869,Acara kampus sangat terorganisir,positif
870,Acara kampus sangat terorganisir,positif
871,HIMA sangat membantu mahasiswa,positif
872,Acara kampus sangat terorganisir,positif
873,Kegiatan BEM sangat bermanfaat,positif
874,HIMA sangat membantu mahasiswa,positif
875,Sangat puas dengan kegiatan ini,positif
876,Panitia kegiatan sangat profesional,positif
877,Panitia kegiatan sangat profesional,positif
878,ORMAWA sangat inspiratif,positif
879,Acara ORMAWA kemarin seru sekali,positif
880,Acara ORMAWA kemarin seru sekali,positif
881,UKM kampus sangat aktif,positif
882,HIMA sangat membantu mahasiswa,positif
883,Kegiatan ini menambah wawasan saya,positif
884,Panitia kegiatan sangat profesional,positif
885,HIMA sangat membantu mahasiswa,positif
886,ORMAWA sangat inspiratif,positif
887,Panitia kegiatan sangat profesional,positif
888,ORMAWA sangat inspiratif,positif
889,Sangat puas dengan kegiatan ini,positif
890,Program kerja BEM sangat bagus,positif
891,Panitia kegiatan sangat profesional,positif
892,ORMAWA sangat inspiratif,positif
893,Kegiatan ini menambah wawasan saya,positif
894,Program kerja BEM sangat bagus,positif
895,Acara ORMAWA kemarin seru sekali,positif
896,Acara ORMAWA kemarin seru sekali,positif
897,Acara kampus sangat terorganisir,positif
898,Kegiatan ini menambah wawasan saya,positif
899,ORMAWA sangat inspiratif,positif
900,Kegiatan ini menambah wawasan saya,positif
901,ORMAWA sangat inspiratif,positif
902,Acara ORMAWA kemarin seru sekali,positif
903,Program kerja BEM sangat bagus,positif
904,Acara kampus sangat terorganisir,positif
905,Kegiatan BEM sangat bermanfaat,positif
906,Acara kampus sangat terorganisir,positif
907,Kegiatan BEM sangat bermanfaat,positif
908,HIMA sangat membantu mahasiswa,positif
909,Panitia kegiatan sangat profesional,positif
910,HIMA sangat membantu mahasiswa,positif
911,Panitia kegiatan sangat profesional,positif
912,ORMAWA sangat inspiratif,positif
913,Acara kampus sangat terorganisir,positif
914,Panitia kegiatan sangat profesional,positif
915,Kegiatan ini menambah wawasan saya,positif
916,ORMAWA sangat inspiratif,positif
917,Acara ORMAWA kemarin seru sekali,positif
918,UKM kampus sangat aktif,positif
919,Acara ORMAWA kemarin seru sekali,positif
920,UKM kampus sangat aktif,positif
921,Panitia kegiatan sangat profesional,positif
922,Kegiatan BEM sangat bermanfaat,positif
923,ORMAWA sangat inspiratif,positif
924,Acara kampus sangat terorganisir,positif
925,Program kerja BEM sangat bagus,positif
926,Kegiatan ini menambah wawasan saya,positif
927,HIMA sangat membantu mahasiswa,positif
928,HIMA sangat membantu mahasiswa,positif
929,Panitia kegiatan sangat profesional,positif
930,ORMAWA sangat inspiratif,positif
931,HIMA sangat membantu mahasiswa,positif
932,HIMA sangat membantu mahasiswa,positif
933,Panitia kegiatan sangat profesional,positif
934,Kegiatan ini menambah wawasan saya,positif
935,ORMAWA sangat inspiratif,positif
936,Acara ORMAWA kemarin seru sekali,positif
937,ORMAWA sangat inspiratif,positif
938,HIMA sangat membantu mahasiswa,positif
939,HIMA sangat membantu mahasiswa,positif
940,Sangat puas dengan kegiatan ini,positif
941,Sangat puas dengan kegiatan ini,positif
942,Program kerja BEM sangat bagus,positif
943,Panitia kegiatan sangat profesional,positif
944,Kegiatan BEM sangat bermanfaat,positif
945,Sangat puas dengan kegiatan ini,positif
946,Sangat puas dengan kegiatan ini,positif
947,Program kerja BEM sangat bagus,positif
948,Panitia kegiatan sangat profesional,positif
949,Sangat puas dengan kegiatan ini,positif
950,Sangat puas dengan kegiatan ini,positif
951,HIMA sangat membantu mahasiswa,positif
952,Kegiatan BEM sangat bermanfaat,positif
953,HIMA sangat membantu mahasiswa,positif
954,Sangat puas dengan kegiatan ini,positif
955,HIMA sangat membantu mahasiswa,positif
956,Sangat puas dengan kegiatan ini,positif
957,Sangat puas dengan kegiatan ini,positif
958,HIMA sangat membantu mahasiswa,positif
959,Program kerja BEM sangat bagus,positif
960,Acara ORMAWA kemarin seru sekali,positif
961,Program kerja BEM sangat bagus,positif
962,HIMA sangat membantu mahasiswa,positif
963,Acara ORMAWA kemarin seru sekali,positif
964,Kegiatan ini menambah wawasan saya,positif
965,Program kerja BEM sangat bagus,positif
966,Acara ORMAWA kemarin seru sekali,positif
967,Kegiatan ini menambah wawasan saya,positif
968,Kegiatan ini menambah wawasan saya,positif
969,Program kerja BEM sangat bagus,positif
970,HIMA sangat membantu mahasiswa,positif
971,Sangat puas dengan kegiatan ini,positif
972,ORMAWA sangat inspiratif,positif
973,ORMAWA sangat inspiratif,positif
974,Panitia kegiatan sangat profesional,positif
975,Acara ORMAWA kemarin seru sekali,positif
976,Program kerja BEM sangat bagus,positif
977,UKM kampus sangat aktif,positif
978,Program kerja BEM sangat bagus,positif
979,Sangat puas dengan kegiatan ini,positif
980,Sangat puas dengan kegiatan ini,positif
981,Kegiatan ini menambah wawasan saya,positif
982,Sangat puas dengan kegiatan ini,positif
983,Acara kampus sangat terorganisir,positif
984,Acara kampus sangat terorganisir,positif
985,Kegiatan ini menambah wawasan saya,positif
986,UKM kampus sangat aktif,positif
987,ORMAWA sangat inspiratif,positif
988,Kegiatan ini menambah wawasan saya,positif
989,UKM kampus sangat aktif,positif
990,Sangat puas dengan kegiatan ini,positif
991,Kegiatan BEM sangat bermanfaat,positif
992,Panitia kegiatan sangat profesional,positif
993,UKM kampus sangat aktif,positif
994,Acara kampus sangat terorganisir,positif
995,Acara ORMAWA kemarin seru sekali,positif
996,ORMAWA sangat inspiratif,positif
997,Acara kampus sangat terorganisir,positif
998,Acara kampus sangat terorganisir,positif
999,Acara kampus sangat terorganisir,positif
1000,HIMA sangat membantu mahasiswa,positif
1001,Kegiatan dimulai pukul 08.00,netral
1002,BEM mengadakan rapat rutin,netral
1003,Kegiatan dimulai pukul 08.00,netral
1004,UKM kampus mengadakan lomba,netral
1005,Kegiatan dimulai pukul 08.00,netral
1006,Acara berlangsung di aula kampus,netral
1007,Acara berlangsung di aula kampus,netral
1008,Kegiatan BEM berlangsung hari ini,netral
1009,HIMA mengadakan diskusi,netral
1010,HIMA mengadakan seminar,netral
1011,UKM membuka pendaftaran,netral
1012,UKM membuka pendaftaran,netral
1013,UKM membuka pendaftaran,netral
1014,HIMA mengadakan diskusi,netral
1015,HIMA mengadakan seminar,netral
1016,Acara berlangsung di aula kampus,netral
1017,UKM membuka pendaftaran,netral
1018,Acara selesai sore hari,netral
1019,UKM kampus mengadakan lomba,netral
1020,UKM kampus mengadakan lomba,netral
1021,HIMA mengadakan diskusi,netral
1022,Kegiatan BEM berlangsung hari ini,netral
1023,HIMA mengadakan diskusi,netral
1024,HIMA mengadakan seminar,netral
1025,Acara berlangsung di aula kampus,netral
1026,BEM mengadakan rapat rutin,netral
1027,Acara selesai sore hari,netral
1028,HIMA mengadakan diskusi,netral
1029,BEM mengadakan rapat rutin,netral
1030,UKM membuka pendaftaran,netral
1031,Kegiatan dimulai pukul 08.00,netral
1032,Acara selesai sore hari,netral
1033,UKM membuka pendaftaran,netral
1034,Acara selesai sore hari,netral
1035,Acara selesai sore hari,netral
1036,Kegiatan BEM berlangsung hari ini,netral
1037,UKM membuka pendaftaran,netral
1038,Kegiatan BEM berlangsung hari ini,netral
1039,Kegiatan BEM berlangsung hari ini,netral
1040,Acara selesai sore hari,netral
1041,HIMA mengadakan diskusi,netral
1042,HIMA mengadakan seminar,netral
1043,HIMA mengadakan diskusi,netral
1044,HIMA mengadakan seminar,netral
1045,HIMA mengadakan seminar,netral
1046,HIMA mengadakan diskusi,netral
1047,ORMAWA mengadakan acara kampus,netral
1048,Acara selesai sore hari,netral
1049,HIMA mengadakan diskusi,netral
1050,BEM mengadakan rapat rutin,netral
1051,UKM kampus mengadakan lomba,netral
1052,HIMA mengadakan diskusi,netral
1053,UKM kampus mengadakan lomba,netral
1054,ORMAWA mengadakan acara kampus,netral
1055,Acara selesai sore hari,netral
1056,HIMA mengadakan seminar,netral
1057,UKM kampus mengadakan lomba,netral
1058,HIMA mengadakan seminar,netral
1059,Acara berlangsung di aula kampus,netral
1060,Kegiatan dimulai pukul 08.00,netral
1061,Acara selesai sore hari,netral
1062,HIMA mengadakan seminar,netral
1063,Kegiatan dimulai pukul 08.00,netral
1064,HIMA mengadakan diskusi,netral
1065,HIMA mengadakan diskusi,netral
1066,BEM mengadakan rapat rutin,netral
1067,HIMA mengadakan diskusi,netral
1068,Acara selesai sore hari,netral
1069,Kegiatan BEM berlangsung hari ini,netral
1070,Acara berlangsung di aula kampus,netral
1071,ORMAWA mengadakan acara kampus,netral
1072,Kegiatan dimulai pukul 08.00,netral
1073,Kegiatan BEM berlangsung hari ini,netral
1074,Kegiatan BEM berlangsung hari ini,netral
1075,HIMA mengadakan seminar,netral
1076,UKM membuka pendaftaran,netral
1077,Acara selesai sore hari,netral
1078,Kegiatan BEM berlangsung hari ini,netral
1079,ORMAWA mengadakan acara kampus,netral
1080,Kegiatan dimulai pukul 08.00,netral
1081,BEM mengadakan rapat rutin,netral
1082,HIMA mengadakan seminar,netral
1083,ORMAWA mengadakan acara kampus,netral
1084,Kegiatan BEM berlangsung hari ini,netral
1085,ORMAWA mengadakan acara kampus,netral
1086,ORMAWA mengadakan acara kampus,netral
1087,HIMA mengadakan seminar,netral
1088,Acara berlangsung di aula kampus,netral
1089,HIMA mengadakan diskusi,netral
1090,HIMA mengadakan diskusi,netral
1091,Kegiatan dimulai pukul 08.00,netral
1092,Kegiatan dimulai pukul 08.00,netral
1093,UKM kampus mengadakan lomba,netral
1094,HIMA mengadakan seminar,netral
1095,Acara selesai sore hari,netral
1096,UKM membuka pendaftaran,netral
1097,UKM membuka pendaftaran,netral
1098,Acara selesai sore hari,netral
1099,BEM mengadakan rapat rutin,netral
1100,Acara selesai sore hari,netral
1101,Kegiatan BEM berlangsung hari ini,netral
1102,Kegiatan dimulai pukul 08.00,netral
1103,Kegiatan BEM berlangsung hari ini,netral
1104,Kegiatan dimulai pukul 08.00,netral
1105,Acara selesai sore hari,netral
1106,Kegiatan BEM berlangsung hari ini,netral
1107,Acara berlangsung di aula kampus,netral
1108,ORMAWA mengadakan acara kampus,netral
1109,HIMA mengadakan diskusi,netral
1110,Kegiatan dimulai pukul 08.00,netral
1111,Kegiatan dimulai pukul 08.00,netral
1112,BEM mengadakan rapat rutin,netral
1113,Acara berlangsung di aula kampus,netral
1114,Kegiatan dimulai pukul 08.00,netral
1115,HIMA mengadakan diskusi,netral
1116,HIMA mengadakan diskusi,netral
1117,ORMAWA mengadakan acara kampus,netral
1118,HIMA mengadakan seminar,netral
1119,HIMA mengadakan seminar,netral
1120,BEM mengadakan rapat rutin,netral
1121,UKM kampus mengadakan lomba,netral
1122,HIMA mengadakan seminar,netral
1123,Kegiatan BEM berlangsung hari ini,netral
1124,Kegiatan dimulai pukul 08.00,netral
1125,BEM mengadakan rapat rutin,netral
1126,Kegiatan BEM berlangsung hari ini,netral
1127,Kegiatan BEM berlangsung hari ini,netral
1128,UKM kampus mengadakan lomba,netral
1129,Kegiatan dimulai pukul 08.00,netral
1130,UKM kampus mengadakan lomba,netral
1131,Acara berlangsung di aula kampus,netral
1132,Kegiatan dimulai pukul 08.00,netral
1133,ORMAWA mengadakan acara kampus,netral
1134,HIMA mengadakan seminar,netral
1135,HIMA mengadakan diskusi,netral
1136,UKM kampus mengadakan lomba,netral
1137,HIMA mengadakan seminar,netral
1138,Kegiatan dimulai pukul 08.00,netral
1139,Acara berlangsung di aula kampus,netral
1140,ORMAWA mengadakan acara kampus,netral
1141,Acara berlangsung di aula kampus,netral
1142,ORMAWA mengadakan acara kampus,netral
1143,Acara selesai sore hari,netral
1144,HIMA mengadakan diskusi,netral
1145,UKM kampus mengadakan lomba,netral
1146,BEM mengadakan rapat rutin,netral
1147,Kegiatan dimulai pukul 08.00,netral
1148,Kegiatan BEM berlangsung hari ini,netral
1149,UKM kampus mengadakan lomba,netral
1150,Acara berlangsung di aula kampus,netral
1151,Kegiatan dimulai pukul 08.00,netral
1152,ORMAWA mengadakan acara kampus,netral
1153,Acara berlangsung di aula kampus,netral
1154,UKM kampus mengadakan lomba,netral
1155,HIMA mengadakan diskusi,netral
1156,Kegiatan dimulai pukul 08.00,netral
1157,Acara selesai sore hari,netral
1158,HIMA mengadakan seminar,netral
1159,Kegiatan BEM berlangsung hari ini,netral
1160,BEM mengadakan rapat rutin,netral
1161,HIMA mengadakan diskusi,netral
1162,BEM mengadakan rapat rutin,netral
1163,Acara berlangsung di aula kampus,netral
1164,HIMA mengadakan seminar,netral
1165,UKM kampus mengadakan lomba,netral
1166,UKM membuka pendaftaran,netral
1167,Acara selesai sore hari,netral
1168,Acara berlangsung di aula kampus,netral
1169,HIMA mengadakan diskusi,netral
1170,BEM mengadakan rapat rutin,netral
1171,Acara selesai sore hari,netral
1172,Acara selesai sore hari,netral
1173,Acara berlangsung di aula kampus,netral
1174,ORMAWA mengadakan acara kampus,netral
1175,BEM mengadakan rapat rutin,netral
1176,HIMA mengadakan seminar,netral
1177,BEM mengadakan rapat rutin,netral
1178,ORMAWA mengadakan acara kampus,netral
1179,UKM membuka pendaftaran,netral
1180,ORMAWA mengadakan acara kampus,netral
1181,HIMA mengadakan seminar,netral
1182,Kegiatan dimulai pukul 08.00,netral
1183,HIMA mengadakan seminar,netral
1184,UKM kampus mengadakan lomba,netral
1185,UKM kampus mengadakan lomba,netral
1186,Kegiatan BEM berlangsung hari ini,netral
1187,Kegiatan dimulai pukul 08.00,netral
1188,Acara berlangsung di aula kampus,netral
1189,UKM kampus mengadakan lomba,netral
1190,UKM membuka pendaftaran,netral
1191,Kegiatan BEM berlangsung hari ini,netral
1192,UKM membuka pendaftaran,netral
1193,UKM kampus mengadakan lomba,netral
1194,Kegiatan dimulai pukul 08.00,netral
1195,HIMA mengadakan diskusi,netral
1196,UKM kampus mengadakan lomba,netral
1197,UKM kampus mengadakan lomba,netral
1198,HIMA mengadakan diskusi,netral
1199,Kegiatan BEM berlangsung hari ini,netral
1200,UKM kampus mengadakan lomba,netral
1201,BEM mengadakan rapat rutin,netral
1202,HIMA mengadakan seminar,netral
1203,BEM mengadakan rapat rutin,netral
1204,Kegiatan dimulai pukul 08.00,netral
1205,UKM kampus mengadakan lomba,netral
1206,BEM mengadakan rapat rutin,netral
1207,Kegiatan dimulai pukul 08.00,netral
1208,HIMA mengadakan diskusi,netral
1209,BEM mengadakan rapat rutin,netral
1210,HIMA mengadakan seminar,netral
1211,HIMA mengadakan diskusi,netral
1212,HIMA mengadakan diskusi,netral
1213,BEM mengadakan rapat rutin,netral
1214,BEM mengadakan rapat rutin,netral
1215,ORMAWA mengadakan acara kampus,netral
1216,HIMA mengadakan seminar,netral
1217,BEM mengadakan rapat rutin,netral
1218,UKM membuka pendaftaran,netral
1219,UKM kampus mengadakan lomba,netral
1220,HIMA mengadakan diskusi,netral
1221,UKM membuka pendaftaran,netral
1222,UKM kampus mengadakan lomba,netral
1223,Kegiatan dimulai pukul 08.00,netral
1224,BEM mengadakan rapat rutin,netral
1225,HIMA mengadakan seminar,netral
1226,ORMAWA mengadakan acara kampus,netral
1227,Kegiatan dimulai pukul 08.00,netral
1228,HIMA mengadakan diskusi,netral
1229,BEM mengadakan rapat rutin,netral
1230,Acara selesai sore hari,netral
1231,Kegiatan BEM berlangsung hari ini,netral
1232,Acara berlangsung di aula kampus,netral
1233,ORMAWA mengadakan acara kampus,netral
1234,Kegiatan dimulai pukul 08.00,netral
1235,Kegiatan dimulai pukul 08.00,netral
1236,ORMAWA mengadakan acara kampus,netral
1237,UKM kampus mengadakan lomba,netral
1238,BEM mengadakan rapat rutin,netral
1239,HIMA mengadakan diskusi,netral
1240,BEM mengadakan rapat rutin,netral
1241,Acara selesai sore hari,netral
1242,Acara selesai sore hari,netral
1243,ORMAWA mengadakan acara kampus,netral
1244,Acara berlangsung di aula kampus,netral
1245,Acara selesai sore hari,netral
1246,Acara selesai sore hari,netral
1247,HIMA mengadakan seminar,netral
1248,Acara berlangsung di aula kampus,netral
1249,HIMA mengadakan diskusi,netral
1250,Kegiatan dimulai pukul 08.00,netral
1251,Kegiatan BEM berlangsung hari ini,netral
1252,Acara selesai sore hari,netral
1253,UKM membuka pendaftaran,netral
1254,ORMAWA mengadakan acara kampus,netral
1255,HIMA mengadakan diskusi,netral
1256,ORMAWA mengadakan acara kampus,netral
1257,Kegiatan dimulai pukul 08.00,netral
1258,UKM membuka pendaftaran,netral
1259,HIMA mengadakan seminar,netral
1260,Acara berlangsung di aula kampus,netral
1261,Kegiatan BEM berlangsung hari ini,netral
1262,HIMA mengadakan diskusi,netral
1263,Kegiatan dimulai pukul 08.00,netral
1264,Kegiatan dimulai pukul 08.00,netral
1265,Acara selesai sore hari,netral
1266,BEM mengadakan rapat rutin,netral
1267,ORMAWA mengadakan acara kampus,netral
1268,Acara berlangsung di aula kampus,netral
1269,Acara berlangsung di aula kampus,netral
1270,UKM membuka pendaftaran,netral
1271,ORMAWA mengadakan acara kampus,netral
1272,HIMA mengadakan diskusi,netral
1273,HIMA mengadakan seminar,netral
1274,Kegiatan BEM berlangsung hari ini,netral
1275,BEM mengadakan rapat rutin,netral
1276,ORMAWA mengadakan acara kampus,netral
1277,Kegiatan dimulai pukul 08.00,netral
1278,BEM mengadakan rapat rutin,netral
1279,HIMA mengadakan seminar,netral
1280,BEM mengadakan rapat rutin,netral
1281,UKM membuka pendaftaran,netral
1282,Acara berlangsung di aula kampus,netral
1283,HIMA mengadakan seminar,netral
1284,Acara berlangsung di aula kampus,netral
1285,HIMA mengadakan diskusi,netral
1286,Kegiatan BEM berlangsung hari ini,netral
1287,HIMA mengadakan diskusi,netral
1288,BEM mengadakan rapat rutin,netral
1289,UKM kampus mengadakan lomba,netral
1290,UKM membuka pendaftaran,netral
1291,BEM mengadakan rapat rutin,netral
1292,Acara berlangsung di aula kampus,netral
1293,UKM membuka pendaftaran,netral
1294,BEM mengadakan rapat rutin,netral
1295,HIMA mengadakan seminar,netral
1296,BEM mengadakan rapat rutin,netral
1297,UKM kampus mengadakan lomba,netral
1298,Acara selesai sore hari,netral
1299,Kegiatan BEM berlangsung hari ini,netral
1300,Acara berlangsung di aula kampus,netral
1301,Acara selesai sore hari,netral
1302,Kegiatan BEM berlangsung hari ini,netral
1303,ORMAWA mengadakan acara kampus,netral
1304,Kegiatan BEM berlangsung hari ini,netral
1305,ORMAWA mengadakan acara kampus,netral
1306,HIMA mengadakan seminar,netral
1307,BEM mengadakan rapat rutin,netral
1308,ORMAWA mengadakan acara kampus,netral
1309,UKM kampus mengadakan lomba,netral
1310,UKM kampus mengadakan lomba,netral
1311,BEM mengadakan rapat rutin,netral
1312,ORMAWA mengadakan acara kampus,netral
